Dag,Day,Dag meneer, hoe gaat het,Good day sir, how are you
aandelenmarkten,stock markets,De aandelenmarkten zijn hersteld,The stock markets have recovered
NCMV,NCMV,NCMV was een Vlaamse ondernemersorganisatie,NCMV was a Flemish entrepreneurs organization
reisagent,travel agent,De reisagent boekte de vlucht,The travel agent booked the flight
aankomst,arrival,De aankomst is om vijf uur,The arrival is at five o'clock
creaties,creations,Haar creaties zijn uniek,Her creations are unique
voorraden,stocks,De voorraden zijn toereikend,The stocks are sufficient
heerlijk,delicious,Het eten was heerlijk,The food was delicious
branche,sector,De branche groeit snel,The sector is growing quickly
Daarover,About that,Daarover wil ik het niet hebben,I do not want to talk about that
passeren,pass,De auto's passeren de brug,The cars pass the bridge
cruciaal,crucial,Het is cruciaal dat we op tijd zijn,It is crucial that we are on time
tegendeel,opposite,Het tegendeel is waar,The opposite is true
Zuid-Korea,South Korea,Zuid-Korea is een technologisch geavanceerd land,South Korea is a technologically advanced country
there,there (English),There is een Engels woord,There is an English word
Sachs,Sachs,Sachs is een Duitse achternaam,Sachs is a German surname
belegt,invests,Het fonds belegt in duurzame energie,The fund invests in sustainable energy
schone,clean,De schone lucht is goed voor de gezondheid,Clean air is good for health
zeilen,sails,De zeilen van de boot zijn wit,The sails of the boat are white
taalgebruik,language use,Het taalgebruik in het boek is moeilijk,The language use in the book is difficult
pensioenen,pensions,De pensioenen worden verhoogd,The pensions are being increased
trainer,trainer,De trainer leidt het team,The trainer leads the team
Pakistan,Pakistan,Pakistan is een land in Zuid-Azie,Pakistan is a country in South Asia
werpen,throw,Zij werpen de bal naar elkaar,They throw the ball to each other
directeur-generaal,director-general,De directeur-generaal geeft leiding,The director-general provides leadership
verderop,further along,Verderop is het park,Further along is the park
twijfelen,doubt,Ik twijfel aan zijn verhaal,I doubt his story
files,traffic jams,De files op de snelweg waren lang,The traffic jams on the highway were long
Christie's,Christie's,Christie's is een veilinghuis,Christie's is an auction house
Janssens,Janssens,Janssens is een veelvoorkomende Belgische achternaam,Janssens is a common Belgian surname
GSM,cell phone,De GSM is een draagbare telefoon,The cell phone is a portable phone
Telinfo,Telinfo,Telinfo was een Belgische telecomgids,Telinfo was a Belgian telecom directory
cafés,cafes,De cafés in de stad zijn gezellig,The cafes in the city are cozy
reed,drove,Hij reed met de auto naar huis,He drove home by car
Landbouw,Agriculture,Landbouw is belangrijk voor de voedselvoorziening,Agriculture is important for the food supply
logische,logical,Dat is een logische conclusie,That is a logical conclusion
leerkrachten,teachers,De leerkrachten hebben een belangrijke taak,The teachers have an important task
elektronica,electronics,Elektronica wordt steeds goedkoper,Electronics become cheaper and cheaper
streken,regions,De streken in het zuiden zijn bergachtig,The regions in the south are mountainous
Rio,Rio,Rio de Janeiro is een stad in Brazilië,Rio de Janeiro is a city in Brazil
Week,Week,Week is een Engels woord,Week is an English word
terugbetaling,repayment,De terugbetaling van de lening duurt jaren,The repayment of the loan takes years
pence,pence,De prijs was vijftig pence,The price was fifty pence
vervelend,annoying,Het is vervelend dat de winkel dicht is,It is annoying that the shop is closed
verdubbeld,doubled,De omzet is verdubbeld,The turnover has doubled
schetst,sketches,Het rapport schetst een somber beeld,The report paints a gloomy picture
duurzame,sustainable,Duurzame energie is de toekomst,Sustainable energy is the future
hoef,need,Je hoeft niet te komen,You do not need to come
Zeven,Seven,Zeven is een geluksgetal,Seven is a lucky number
gras,grass,Het gras is groen,The grass is green
cadeau,present,Ik kreeg een mooi cadeau,I received a nice present
aankomen,arrive,De bus zal over tien minuten aankomen,The bus will arrive in ten minutes
onmiddellijke,immediate,Er was een onmiddellijke reactie,There was an immediate reaction
afwachten,wait and see,We moeten de uitslag afwachten,We must wait for the result
klonk,sounded,Zijn stem klonk vriendelijk,His voice sounded friendly
familiebedrijf,family business,Het familiebedrijf bestaat al drie generaties,The family business has existed for three generations
beu,fed up,Ik ben het beu,I am fed up with it
uitspreken,pronounce,Kun je dit woord uitspreken,Can you pronounce this word
verstandig,sensible,Het is verstandig om te wachten,It is sensible to wait
Marokkaanse,Moroccan,De Marokkaanse keuken is gevarieerd,The Moroccan cuisine is varied
dividenden,dividends,De dividenden worden uitgekeerd,The dividends are paid out
antieke,antique,De antieke meubels zijn waardevol,The antique furniture is valuable
Kris,Kris,Kris is een Vlaamse voornaam,Kris is a Flemish first name
Juist,Correct,Juist, dat is het antwoord,Correct, that is the answer
kwartier,quarter,Het is een kwartier lopen,It is a quarter of an hour walk
elegant,elegant,Zij droeg een elegante jurk,She wore an elegant dress
engagement,commitment,Zijn engagement voor het project is groot,His commitment to the project is great
recept,recipe,Het recept staat in het kookboek,The recipe is in the cookbook
onzeker,uncertain,De toekomst is onzeker,The future is uncertain
onderzoekscommissie,investigation committee,De onderzoekscommissie presenteert haar bevindingen,The investigation committee presents its findings
Groen,Green,Groen is de kleur van hoop,Green is the color of hope
rendementen,returns,De rendementen op de beurs zijn hoog,The returns on the stock market are high
gedraaid,turned,Hij heeft zich omgedraaid,He turned around
ouderwetse,old-fashioned,Het is een ouderwetse methode,It is an old-fashioned method
invloeden,influences,De invloeden van buitenaf zijn groot,The outside influences are great
vreselijk,terrible,Het was een vreselijke ervaring,It was a terrible experience
aangetast,affected,Het hout is aangetast door de regen,The wood has been affected by the rain
schuift,slides,De deur schuift makkelijk open,The door slides open easily
mensheid,humanity,De mensheid heeft veel bereikt,Humanity has achieved a lot
publiceren,publish,Zij publiceren hun onderzoek,They publish their research
gestaan,stood,Hij heeft vooraan gestaan,He stood at the front
precieze,precise,De precieze locatie is onbekend,The precise location is unknown
vergaderingen,meetings,De vergaderingen zijn elke maandag,The meetings are every Monday
Praag,Prague,Praag is de hoofdstad van Tsjechië,Prague is the capital of Czechia
beursgang,IPO,De beursgang van het bedrijf was een succes,The IPO of the company was a success
gekende,known,Het is een gekend probleem,It is a known problem
ironie,irony,De ironie van de situatie ontging hem niet,The irony of the situation was not lost on him
Sint,Saint,Sint Nikolaas komt in december,Saint Nicholas comes in December
logistieke,logistical,De logistieke uitdaging is groot,The logistical challenge is great
reist,travels,Hij reist veel voor zijn werk,He travels a lot for his work
vet,fat,Het vlees bevat veel vet,The meat contains a lot of fat
verkregen,obtained,De resultaten zijn verkregen na onderzoek,The results were obtained after research
Daaruit,From that,Daaruit kunnen we concluderen,From that we can conclude
kochten,bought,Zij kochten een nieuw huis,They bought a new house
Marie,Marie,Marie is een Franse meisjesnaam,Marie is a French girl's name
fameuze,famous,Het is een fameus restaurant,It is a famous restaurant
Declerck,Declerck,Declerck is een Belgische achternaam,Declerck is a Belgian surname
Brinkman,Brinkman,Brinkman is een Nederlandse achternaam,Brinkman is a Dutch surname
Afgelopen,Last,Afgelopen week was het warm,Last week it was warm
baat,benefit,De baat van de maatregel is duidelijk,The benefit of the measure is clear
lezing,lecture,De lezing wordt gegeven door een expert,The lecture is given by an expert
vermoed,suspect,Ik vermoed dat hij gelijk heeft,I suspect that he is right
zuidelijke,southern,De zuidelijke provincies zijn warm,The southern provinces are warm
com,com,Com is een internet domein,Com is an internet domain
paradijs,paradise,Het eiland is een paradijs,The island is a paradise
pijnlijk,painful,Het was een pijnlijke ervaring,It was a painful experience
do,do (English),Do is een Engels werkwoord,Do is an English verb
Mieke,Mieke,Mieke is een Nederlandse meisjesnaam,Mieke is a Dutch girl's name
Pentium,Pentium,Pentium is een processortype,Pentium is a processor type
laatst,last,Wanneer was je laatst in Belgie,When were you last in Belgium
Hiermee,Herewith,Hiermee sluit ik de vergadering,Herewith I close the meeting
aanstaande,upcoming,Aanstaande vrijdag is het feest,This coming Friday is the party
exploitatie,operation,De exploitatie van de fabriek is gestopt,The operation of the factory has stopped
voorhanden,available,Er zijn geen middelen voorhanden,There are no resources available
ondertekend,signed,Het contract is ondertekend,The contract has been signed
sympathie,sympathy,Zij heeft veel sympathie voor de zaak,She has a lot of sympathy for the cause
omlaag,downward,De prijzen gaan omlaag,Prices are going down
openheid,openness,Openheid is belangrijk in een relatie,Openness is important in a relationship
smaken,tastes,De smaken van de wijn zijn complex,The tastes of the wine are complex
set,set,Een set gereedschap is nuttig,A set of tools is useful
about,about (English),About is een Engels woord,About is an English word
more,more (English),More is een Engels woord,More is an English word
Travel,Travel,Travel is een Engels woord,Travel is an English word
internet,internet,Het internet is een bron van informatie,The internet is a source of information
distributeurs,distributors,De distributeurs leveren aan de winkels,The distributors deliver to the stores
draagbare,portable,De draagbare computer is licht,The portable computer is light
nuttige,useful,Het was een nuttige ervaring,It was a useful experience
gereden,driven,Hij heeft de hele weg gereden,He has driven the entire way
fortuin,fortune,Hij heeft een fortuin verdiend,He has earned a fortune
Omwille,For the sake of,Omwille van de tijd stoppen we,For the sake of time we stop
aardige,kind,Zij is een aardige vrouw,She is a kind woman
koor,choir,Het koor zingt prachtig,The choir sings beautifully
prioriteiten,priorities,Prioriteiten stellen is belangrijk,Setting priorities is important
uitgezonden,broadcast,Het programma is uitgezonden,The program has been broadcast
aanbiedingen,offers,De aanbiedingen zijn geldig tot zaterdag,The offers are valid until Saturday
info,info,Voor meer info zie de website,For more info see the website
tunnel,tunnel,De tunnel is bijna klaar,The tunnel is almost finished
pijnlijke,painful,Het was een pijnlijke vergissing,It was a painful mistake
kip,chicken,De kip loopt in het hok,The chicken walks in the coop
Doe,Do,Doe voorzichtig,Do be careful
constante,constant,De constante temperatuur is aangenaam,The constant temperature is pleasant
overstap,transfer,De overstap in Amsterdam was kort,The transfer in Amsterdam was short
sober,sober,De kamer was sober ingericht,The room was soberly furnished
raadsleden,council members,De raadsleden stemden voor,The council members voted in favor
textiel,textiles,Textiel wordt in deze fabriek gemaakt,Textiles are made in this factory
uitoefenprijs,strike price,De uitoefenprijs van de optie is vastgesteld,The strike price of the option has been set
Hendrik,Hendrik,Hendrik is een veelvoorkomende Nederlandse naam,Hendrik is a common Dutch name
Wales,Wales,Wales is een deel van Groot-Brittannie,Wales is a part of Great Britain
Antonio,Antonio,Antonio is een Italiaanse en Spaanse naam,Antonio is an Italian and Spanish name
Honda,Honda,Honda maakt auto's en motoren,Honda makes cars and motorcycles
Clabecq,Clabecq,Clabecq is een Waalse staalfabriek,Clabecq is a Walloon steel factory
Hoore,Hoore,Hoore is een Belgische achternaam,Hoore is a Belgian surname
daadwerkelijk,actually,Hij is daadwerkelijk gekomen,He actually came
hogescholen,colleges,De hogescholen bieden praktijkgericht onderwijs,The colleges offer practice-oriented education
repertoire,repertoire,Het repertoire van het orkest is uitgebreid,The repertoire of the orchestra is extensive
luchtvaartmaatschappijen,airlines,De luchtvaartmaatschappijen verhogen hun tarieven,The airlines increase their fares
aangesproken,addressed,Hij werd aangesproken door een vreemdeling,He was addressed by a stranger
ophouden,stop,Hou op met dat lawaai,Stop that noise
mislukt,failed,De poging is mislukt,The attempt has failed
geslacht,gender,Het geslacht van het kind is bekend,The gender of the child is known
bewerkt,processed,Het hout is bewerkt tot meubels,The wood has been processed into furniture
raadplegen,consult,Raadpleeg uw arts bij twijfel,Consult your doctor if in doubt
ethische,ethical,Ethische vragen zijn moeilijk te beantwoorden,Ethical questions are hard to answer
bossen,forests,De bossen in Scandinavie zijn uitgestrekt,The forests in Scandinavia are vast
Greenpeace,Greenpeace,Greenpeace is een milieuorganisatie,Greenpeace is an environmental organization
keuzes,choices,Soms moet je moeilijke keuzes maken,Sometimes you must make difficult choices
culinaire,culinary,De culinaire hoogstandjes waren verrukkelijk,The culinary delights were delicious
Williams,Williams,Williams is een Engelse achternaam,Williams is an English surname
investeerde,invested,Hij investeerde in vastgoed,He invested in real estate
voorgestelde,proposed,Het voorgestelde plan is goedgekeurd,The proposed plan has been approved
bruine,brown,De bruine suiker is gezonder,Brown sugar is healthier
driehonderd,three hundred,Driehonderd mensen woonden het concert bij,Three hundred people attended the concert
Jongeren,Young people,Jongeren zijn de toekomst,Young people are the future
rechtse,right-wing,De rechtse partij won de verkiezingen,The right-wing party won the elections
